Leidimo serija ir nr.,Regionas,Rajonas,Nuosavybės forma,Urėdija,Girininkija,Kvartalas,Sklypai,Plotas,Kad. vietovė,Kad. blokas,Kad. nr.,Kirtimo rūšis,Galiojimo pradžia,Galiojimo pabaiga
221 - 137,Alytaus,Alytaus rajono kontroliuojama teritorija,valstybinė,Alytaus miškų urėdija,Dušnionių girininkija,750,"3,6,14,15,27",3.6,0,0,0,Plynas kirtimas,2021-07-05,2021-12-31
A - 21027,Alytaus,Alytaus rajono kontroliuojama teritorija,valstybinė,Alytaus miškų urėdija,Dušnionių girininkija,721,"22,23,24,25,26",3.3,0,0,0,Plynas kirtimas,2021-01-01,2021-12-31
A - 21027,Alytaus,Alytaus rajono kontroliuojama teritorija,valstybinė,Alytaus miškų urėdija,Dušnionių girininkija,8,1,0.6,0,0,0,Plynas kirtimas,2021-01-01,2021-12-31
A - 21027,Alytaus,Alytaus rajono kontroliuojama teritorija,valstybinė,Alytaus miškų urėdija,Dušnionių girininkija,8,6,1.0,0,0,0,Plynas kirtimas,2021-01-01,2021-12-31
A - 21027,Alytaus,Alytaus rajono kontroliuojama teritorija,valstybinė,Alytaus miškų urėdija,Dušnionių girininkija,8,"6,19",2.5,0,0,0,Plynas kirtimas,2021-01-01,2021-12-31
A - 21031,Alytaus,Alytaus rajono kontroliuojama teritorija,valstybinė,Alytaus miškų urėdija,Dušnionių girininkija,723,"6,7,10",2.2,0,0,0,Plynas kirtimas,2021-01-11,2021-12-31
A - 21031,Alytaus,Alytaus rajono kontroliuojama teritorija,valstybinė,Alytaus miškų urėdija,Dušnionių girininkija,724,"4,7,8",1.4,0,0,0,Plynas kirtimas,2021-01-11,2021-12-31
A - 21034,Alytaus,Alytaus rajono kontroliuojama teritorija,valstybinė,Alytaus miškų urėdija,Dušnionių girininkija,26,10,1.0,0,0,0,Plynas kirtimas,2021-01-13,2021-12-31
A - 21034,Alytaus,Alytaus rajono kontroliuojama teritorija,valstybinė,Alytaus miškų urėdija,Dušnionių girininkija,34,24,0.8,0,0,0,Plynas kirtimas,2021-01-13,2021-12-31
A - 21034,Alytaus,Alytaus rajono kontroliuojama teritorija,valstybinė,Alytaus miškų urėdija,Dušnionių girininkija,40,21,0.3,0,0,0,Plynas kirtimas,2021-01-13,2021-12-31
A - 21034,Alytaus,Alytaus rajono kontroliuojama teritorija,valstybinė,Alytaus miškų urėdija,Dušnionių girininkija,707,"19,21",1.7,0,0,0,Plynas kirtimas,2021-01-13,2021-12-31
A - 21034,Alytaus,Alytaus rajono kontroliuojama teritorija,valstybinė,Alytaus miškų urėdija,Dušnionių girininkija,723,2,0.7,0,0,0,Plynas kirtimas,2021-01-13,2021-12-31
A - 21037,Alytaus,Alytaus rajono kontroliuojama teritorija,valstybinė,Alytaus miškų urėdija,Dušnionių girininkija,727,"19,20",2.4,0,0,0,Plynas kirtimas,2021-02-09,2021-12-31
A - 21037,Alytaus,Alytaus rajono kontroliuojama teritorija,valstybinė,Alytaus miškų urėdija,Dušnionių girininkija,730,12,0.3,0,0,0,Plynas kirtimas,2021-02-09,2021-12-31
A - 21037,Alytaus,Alytaus rajono kontroliuojama teritorija,valstybinė,Alytaus miškų urėdija,Dušnionių girininkija,730,"8,9,15",1.4,0,0,0,Plynas kirtimas,2021-02-09,2021-12-31
A - 21040,Alytaus,Alytaus rajono kontroliuojama teritorija,valstybinė,Alytaus miškų urėdija,Dušnionių girininkija,715,"5,6",2.5,0,0,0,Plynas kirtimas,2021-02-11,2021-12-31
A - 21040,Alytaus,Alytaus rajono kontroliuojama teritorija,valstybinė,Alytaus miškų urėdija,Dušnionių girininkija,720,12,0.9,0,0,0,Plynas kirtimas,2021-02-11,2021-12-31
A - 21040,Alytaus,Alytaus rajono kontroliuojama teritorija,valstybinė,Alytaus miškų urėdija,Dušnionių girininkija,720,20,0.7,0,0,0,Atvejinis kirtimas,2021-02-11,2021-12-31
A - 21043,Alytaus,Alytaus rajono kontroliuojama teritorija,valstybinė,Alytaus miškų urėdija,Dušnionių girininkija,747,3,1.8,0,0,0,Plynas kirtimas,2021-03-04,2021-12-31
A - 21048,Alytaus,Alytaus rajono kontroliuojama teritorija,valstybinė,Alytaus miškų urėdija,Dušnionių girininkija,702,11,0.2,0,0,0,Plynas sanitarinis kirtimas (PN),2021-05-03,2021-12-31
A - 21049,Alytaus,Alytaus rajono kontroliuojama teritorija,valstybinė,Alytaus miškų urėdija,Dušnionių girininkija,735,3,0.5,0,0,0,Plynas kirtimas,2021-05-07,2021-12-31
A - 21050,Alytaus,Alytaus rajono kontroliuojama teritorija,valstybinė,Alytaus miškų urėdija,Dušnionių girininkija,720,26,2.3,0,0,0,Plynas kirtimas,2021-05-11,2021-12-31
A - 62706,Alytaus,Alytaus rajono kontroliuojama teritorija,privati,Alytaus miškų urėdija,Dušnionių girininkija,707,13,0.5,3301,0004,0025,Plynas kirtimas,2021-01-29,2021-12-31
A - 62706,Alytaus,Alytaus rajono kontroliuojama teritorija,privati,Alytaus miškų urėdija,Dušnionių girininkija,707,"15,16",1.0,3301,0004,0025,Plynas kirtimas,2021-01-29,2021-12-31
A - 62707,Alytaus,Alytaus rajono kontroliuojama teritorija,privati,Alytaus miškų urėdija,Dušnionių girininkija,707,12,0.2,3301,0004,0025,Atrankinis kirtimas,2021-01-29,2021-12-31
A - 62711,Alytaus,Alytaus rajono kontroliuojama teritorija,privati,Alytaus miškų urėdija,Dušnionių girininkija,469,"55,57,58",1.2,3347,0004,0046,Plynas kirtimas,2021-02-08,2021-12-31
A - 62711,Alytaus,Alytaus rajono kontroliuojama teritorija,privati,Alytaus miškų urėdija,Dušnionių girininkija,469,"60,61",0.9,3347,0004,0046,Plynas kirtimas,2021-02-08,2021-12-31
A - 62712,Alytaus,Alytaus rajono kontroliuojama teritorija,privati,Alytaus miškų urėdija,Dušnionių girininkija,469,62,0.1,3347,0004,0046,Plynas kirtimas,2021-02-08,2021-12-31
A - 62715,Alytaus,Alytaus rajono kontroliuojama teritorija,privati,Alytaus miškų urėdija,Dušnionių girininkija,35,"1,2b",1.1,3301,0001,0118,Plynas kirtimas,2021-02-15,2021-12-31
A - 62715,Alytaus,Alytaus rajono kontroliuojama teritorija,privati,Alytaus miškų urėdija,Dušnionių girininkija,35,"2,2c,6",1.7,3301,0001,0118,Plynas kirtimas,2021-02-15,2021-12-31
A - 62716,Alytaus,Alytaus rajono kontroliuojama teritorija,privati,Alytaus miškų urėdija,Dušnionių girininkija,416,"12a,12b,12c",0.8,3301,0006,0162,Plynas kirtimas,2021-02-19,2021-12-31
A - 62717,Alytaus,Alytaus rajono kontroliuojama teritorija,privati,Alytaus miškų urėdija,Dušnionių girininkija,469,1,0.2,3347,0004,0119,Plynas kirtimas,2021-02-22,2021-12-31
A - 62717,Alytaus,Alytaus rajono kontroliuojama teritorija,privati,Alytaus miškų urėdija,Dušnionių girininkija,469,13,0.6,3347,0004,0119,Plynas kirtimas,2021-02-22,2021-12-31
A - 62718,Alytaus,Alytaus rajono kontroliuojama teritorija,privati,Alytaus miškų urėdija,Dušnionių girininkija,470,31,0.2,3347,0004,0119,Plynas kirtimas,2021-02-22,2021-12-31
A - 62720,Alytaus,Alytaus rajono kontroliuojama teritorija,privati,Alytaus miškų urėdija,Dušnionių girininkija,756,17,0.1,3347,0003,0486,Atvejinis kirtimas,2021-03-03,2021-12-31
A - 62722,Alytaus,Alytaus rajono kontroliuojama teritorija,privati,Alytaus miškų urėdija,Dušnionių girininkija,754,7b,0.5,3347,0004,0436,Plynas kirtimas,2021-03-03,2021-12-31
A - 62724,Alytaus,Alytaus rajono kontroliuojama teritorija,privati,Alytaus miškų urėdija,Dušnionių girininkija,754,"7a,25",2.2,3347,0004,0437,Plynas kirtimas,2021-03-09,2021-12-31
A - 63475,Alytaus,Alytaus rajono kontroliuojama teritorija,privati,Alytaus miškų urėdija,Dušnionių girininkija,423,16,0.3,3301,0006,0477,Plynas kirtimas,2021-01-07,2021-12-31
A - 63476,Alytaus,Alytaus rajono kontroliuojama teritorija,privati,Alytaus miškų urėdija,Dušnionių girininkija,438,46,0.1,3318,0001,0603,Plynas kirtimas,2021-01-11,2021-12-31
A - 63478,Alytaus,Alytaus rajono kontroliuojama teritorija,privati,Alytaus miškų urėdija,Dušnionių girininkija,419,8,0.2,3330,0002,0265,Atvejinis kirtimas,2021-01-15,2021-12-31
A - 63479,Alytaus,Alytaus rajono kontroliuojama teritorija,privati,Alytaus miškų urėdija,Dušnionių girininkija,459,1,1.1,3347,0005,0127,Atvejinis kirtimas,2021-01-19,2021-12-31
A - 63480,Alytaus,Alytaus rajono kontroliuojama teritorija,privati,Alytaus miškų urėdija,Dušnionių girininkija,469,19,0.3,3347,0004,0307,Atrankinis kirtimas,2021-01-20,2021-12-31
A - 63480,Alytaus,Alytaus rajono kontroliuojama teritorija,privati,Alytaus miškų urėdija,Dušnionių girininkija,469,35,0.2,3347,0004,0307,Plynas kirtimas,2021-01-20,2021-12-31
A - 63481,Alytaus,Alytaus rajono kontroliuojama teritorija,privati,Alytaus miškų urėdija,Dušnionių girininkija,489,"17a,18,21a,23a",1.9,3355,0001,0044,Plynas kirtimas,2021-01-21,2021-12-31
A - 63481,Alytaus,Alytaus rajono kontroliuojama teritorija,privati,Alytaus miškų urėdija,Dušnionių girininkija,489,24e,0.2,3355,0001,0044,Plynas kirtimas,2021-01-21,2021-12-31
A - 63481,Alytaus,Alytaus rajono kontroliuojama teritorija,privati,Alytaus miškų urėdija,Dušnionių girininkija,489,25a,0.2,3355,0001,0044,Plynas kirtimas,2021-01-21,2021-12-31
A - 66233,Alytaus,Alytaus rajono kontroliuojama teritorija,privati,Alytaus miškų urėdija,Dušnionių girininkija,481,"23,24,24b",1.2,3355,0003,0062,Plynas kirtimas,2021-03-16,2021-12-31
A - 66236,Alytaus,Alytaus rajono kontroliuojama teritorija,privati,Alytaus miškų urėdija,Dušnionių girininkija,707,"7,12",0.8,3301,0004,0045,Plynas kirtimas,2021-03-23,2021-12-31
C - 2003,Alytaus,Alytaus rajono kontroliuojama teritorija,privati,Alytaus miškų urėdija,Dušnionių girininkija,474,15a,0.1,3355,0003,0613,Atvejinis kirtimas,2021-04-06,2021-12-31
C - 2003,Alytaus,Alytaus rajono kontroliuojama teritorija,privati,Alytaus miškų urėdija,Dušnionių girininkija,474,15c,0.1,3355,0003,0613,Plynas kirtimas,2021-04-06,2021-12-31
C - 2004,Alytaus,Alytaus rajono kontroliuojama teritorija,privati,Alytaus miškų urėdija,Dušnionių girininkija,474,15b,0.1,3355,0003,0613,Atvejinis kirtimas,2021-04-06,2021-12-31
C - 2004,Alytaus,Alytaus rajono kontroliuojama teritorija,privati,Alytaus miškų urėdija,Dušnionių girininkija,474,15d,0.5,3355,0003,0613,Plynas kirtimas,2021-04-06,2021-12-31
C - 2006,Alytaus,Alytaus rajono kontroliuojama teritorija,privati,Alytaus miškų urėdija,Dušnionių girininkija,500,1,0.4,3355,0002,0300,Plynas kirtimas,2021-04-08,2021-12-31
C - 2006,Alytaus,Alytaus rajono kontroliuojama teritorija,privati,Alytaus miškų urėdija,Dušnionių girininkija,500,"14,17",1.2,3355,0002,0300,Plynas kirtimas,2021-04-08,2021-12-31
C - 2006,Alytaus,Alytaus rajono kontroliuojama teritorija,privati,Alytaus miškų urėdija,Dušnionių girininkija,500,2,1.1,3355,0002,0300,Plynas kirtimas,2021-04-08,2021-12-31
C - 2006,Alytaus,Alytaus rajono kontroliuojama teritorija,privati,Alytaus miškų urėdija,Dušnionių girininkija,501,25,0.2,3355,0002,0300,Plynas kirtimas,2021-04-08,2021-12-31
C - 2008,Alytaus,Alytaus rajono kontroliuojama teritorija,privati,Alytaus miškų urėdija,Dušnionių girininkija,469,14b,0.2,3347,0004,0130,Plynas kirtimas,2021-04-30,2021-12-31
C - 2008,Alytaus,Alytaus rajono kontroliuojama teritorija,privati,Alytaus miškų urėdija,Dušnionių girininkija,469,19,0.8,3347,0004,0130,Plynas kirtimas,2021-04-30,2021-12-31
C - 2009,Alytaus,Alytaus rajono kontroliuojama teritorija,privati,Alytaus miškų urėdija,Dušnionių girininkija,469,23,0.5,3347,0004,0130,Plynas kirtimas,2021-04-30,2021-12-31
C - 2009,Alytaus,Alytaus rajono kontroliuojama teritorija,privati,Alytaus miškų urėdija,Dušnionių girininkija,469,3,0.1,3347,0004,0130,Atvejinis kirtimas,2021-04-30,2021-12-31
C - 2010,Alytaus,Alytaus rajono kontroliuojama teritorija,privati,Alytaus miškų urėdija,Dušnionių girininkija,469,3,0.2,3347,0004,0373,Atvejinis kirtimas,2021-04-30,2021-12-31
C - 2011,Alytaus,Alytaus rajono kontroliuojama teritorija,privati,Alytaus miškų urėdija,Dušnionių girininkija,707,31,0.8,3301,0004,0019,Atrankinis kirtimas,2021-04-30,2021-12-31
C - 2011,Alytaus,Alytaus rajono kontroliuojama teritorija,privati,Alytaus miškų urėdija,Dušnionių girininkija,707,"32b,32c,38,41a,41b,41c",2.6,3301,0004,0019,Plynas kirtimas,2021-04-30,2021-12-31
C - 2011,Alytaus,Alytaus rajono kontroliuojama teritorija,privati,Alytaus miškų urėdija,Dušnionių girininkija,707,39b,0.5,3301,0004,0019,Atrankinis kirtimas,2021-04-30,2021-12-31
C - 2011,Alytaus,Alytaus rajono kontroliuojama teritorija,privati,Alytaus miškų urėdija,Dušnionių girininkija,708,2a,0.2,3301,0004,0019,Plynas kirtimas,2021-04-30,2021-12-31
C - 2012,Alytaus,Alytaus rajono kontroliuojama teritorija,privati,Alytaus miškų urėdija,Dušnionių girininkija,469,35a,1.3,3347,0004,0024,Plynas kirtimas,2021-04-30,2021-12-31
C - 2012,Alytaus,Alytaus rajono kontroliuojama teritorija,privati,Alytaus miškų urėdija,Dušnionių girininkija,469,51a,0.7,3347,0004,0024,Plynas kirtimas,2021-04-30,2021-12-31
121 - 1933,Alytaus,Alytaus rajono kontroliuojama teritorija,privati,Alytaus miškų urėdija,Dzirmiškių girininkija,8,"6,9",1.6,3353,0008,0007,Plynas kirtimas,2021-08-12,2021-12-31
121 - 254,Alytaus,Alytaus rajono kontroliuojama teritorija,privati,Alytaus miškų urėdija,Dzirmiškių girininkija,148,12,0.9,3373,0003,0156,Plynas kirtimas,2021-06-17,2021-12-31
121 - 2604,Alytaus,Alytaus rajono kontroliuojama teritorija,privati,Alytaus miškų urėdija,Dzirmiškių girininkija,371,2,2.5,3338,0007,0043,Plynas kirtimas,2021-09-07,2021-12-31
121 - 2604,Alytaus,Alytaus rajono kontroliuojama teritorija,privati,Alytaus miškų urėdija,Dzirmiškių girininkija,371,4a,0.2,3338,0007,0043,Atvejinis kirtimas,2021-09-07,2021-12-31
121 - 2817,Alytaus,Alytaus rajono kontroliuojama teritorija,privati,Alytaus miškų urėdija,Dzirmiškių girininkija,355,5,2.1,3338,0006,0008,Plynas kirtimas,2021-09-17,2021-12-31
121 - 2994,Alytaus,Alytaus rajono kontroliuojama teritorija,privati,Alytaus miškų urėdija,Dzirmiškių girininkija,358,14a,0.3,3353,0007,0058,Plynas kirtimas,2021-09-27,2021-12-31
121 - 2994,Alytaus,Alytaus rajono kontroliuojama teritorija,privati,Alytaus miškų urėdija,Dzirmiškių girininkija,358,15,1.3,3353,0007,0058,Plynas kirtimas,2021-09-27,2021-12-31
121 - 3012,Alytaus,Alytaus rajono kontroliuojama teritorija,privati,Alytaus miškų urėdija,Dzirmiškių girininkija,369,10a,0.2,3338,0007,0060,Plynas kirtimas,2021-09-28,2021-12-31
121 - 3012,Alytaus,Alytaus rajono kontroliuojama teritorija,privati,Alytaus miškų urėdija,Dzirmiškių girininkija,369,"13,14",1.3,3338,0007,0060,Plynas kirtimas,2021-09-28,2021-12-31
121 - 3017,Alytaus,Alytaus rajono kontroliuojama teritorija,privati,Alytaus miškų urėdija,Dzirmiškių girininkija,369,10b,0.3,3338,0007,0060,Atrankinis kirtimas,2021-09-28,2021-12-31
121 - 3017,Alytaus,Alytaus rajono kontroliuojama teritorija,privati,Alytaus miškų urėdija,Dzirmiškių girininkija,369,12,0.5,3338,0007,0060,Atrankinis kirtimas,2021-09-28,2021-12-31
221 - 138,Alytaus,Alytaus rajono kontroliuojama teritorija,valstybinė,Alytaus miškų urėdija,Dzirmiškių girininkija,724,9,1.4,0,0,0,Plynas kirtimas,2021-07-05,2021-12-31
221 - 199,Alytaus,Alytaus rajono kontroliuojama teritorija,valstybinė,Alytaus miškų urėdija,Dzirmiškių girininkija,721,54,1.0,0,0,0,Plynas kirtimas,2021-07-16,2021-12-31
221 - 199,Alytaus,Alytaus rajono kontroliuojama teritorija,valstybinė,Alytaus miškų urėdija,Dzirmiškių girininkija,721,6,0.3,0,0,0,Plynas kirtimas,2021-07-16,2021-12-31
221 - 199,Alytaus,Alytaus rajono kontroliuojama teritorija,valstybinė,Alytaus miškų urėdija,Dzirmiškių girininkija,723,"1,3",2.7,0,0,0,Plynas kirtimas,2021-07-16,2021-12-31
221 - 673,Alytaus,Alytaus rajono kontroliuojama teritorija,valstybinė,Alytaus miškų urėdija,Dzirmiškių girininkija,40,2,2.2,0,0,0,Atvejinių kirtimų (paskutinis atvejis),2021-09-24,2021-12-31
221 - 673,Alytaus,Alytaus rajono kontroliuojama teritorija,valstybinė,Alytaus miškų urėdija,Dzirmiškių girininkija,45,"5,7",1.1,0,0,0,Plynas kirtimas,2021-09-24,2021-12-31
221 - 673,Alytaus,Alytaus rajono kontroliuojama teritorija,valstybinė,Alytaus miškų urėdija,Dzirmiškių girininkija,45,"7,15,18",1.3,0,0,0,Plynas kirtimas,2021-09-24,2021-12-31
A - 21030,Alytaus,Alytaus rajono kontroliuojama teritorija,valstybinė,Alytaus miškų urėdija,Dzirmiškių girininkija,25,3,0.3,0,0,0,Atvejinių kirtimų (paskutinis atvejis),2021-01-08,2021-12-31
A - 21030,Alytaus,Alytaus rajono kontroliuojama teritorija,valstybinė,Alytaus miškų urėdija,Dzirmiškių girininkija,25,6,1.9,0,0,0,Atvejinių kirtimų (paskutinis atvejis),2021-01-08,2021-12-31
A - 21030,Alytaus,Alytaus rajono kontroliuojama teritorija,valstybinė,Alytaus miškų urėdija,Dzirmiškių girininkija,26,10,4.2,0,0,0,Atvejinių kirtimų (paskutinis atvejis),2021-01-08,2021-12-31
A - 21030,Alytaus,Alytaus rajono kontroliuojama teritorija,valstybinė,Alytaus miškų urėdija,Dzirmiškių girininkija,26,"9,10",3.0,0,0,0,Atvejinių kirtimų (paskutinis atvejis),2021-01-08,2021-12-31
A - 21030,Alytaus,Alytaus rajono kontroliuojama teritorija,valstybinė,Alytaus miškų urėdija,Dzirmiškių girininkija,28,13,1.3,0,0,0,Plynas kirtimas,2021-01-08,2021-12-31
A - 21030,Alytaus,Alytaus rajono kontroliuojama teritorija,valstybinė,Alytaus miškų urėdija,Dzirmiškių girininkija,28,4,0.8,0,0,0,Atvejinių kirtimų (paskutinis atvejis),2021-01-08,2021-12-31
A - 21030,Alytaus,Alytaus rajono kontroliuojama teritorija,valstybinė,Alytaus miškų urėdija,Dzirmiškių girininkija,28,9,2.1,0,0,0,Atvejinių kirtimų (paskutinis atvejis),2021-01-08,2021-12-31
A - 21030,Alytaus,Alytaus rajono kontroliuojama teritorija,valstybinė,Alytaus miškų urėdija,Dzirmiškių girininkija,46,"41,43",4.3,0,0,0,Plynas kirtimas,2021-01-08,2021-12-31
A - 21038,Alytaus,Alytaus rajono kontroliuojama teritorija,valstybinė,Alytaus miškų urėdija,Dzirmiškių girininkija,106,1-10,26.8,0,0,0,Atrankinis san.kirt.,2021-02-10,2021-12-31
A - 21038,Alytaus,Alytaus rajono kontroliuojama teritorija,valstybinė,Alytaus miškų urėdija,Dzirmiškių girininkija,107,1-47,58.2,0,0,0,Atrankinis san.kirt.,2021-02-10,2021-12-31
A - 21042,Alytaus,Alytaus rajono kontroliuojama teritorija,valstybinė,Alytaus miškų urėdija,Dzirmiškių girininkija,23,2,4.5,0,0,0,Atvejinis kirtimas,2021-02-25,2021-12-31
A - 21042,Alytaus,Alytaus rajono kontroliuojama teritorija,valstybinė,Alytaus miškų urėdija,Dzirmiškių girininkija,721,"35,36,44",2.8,0,0,0,Plynas kirtimas,2021-02-25,2021-12-31
A - 21044,Alytaus,Alytaus rajono kontroliuojama teritorija,valstybinė,Alytaus miškų urėdija,Dzirmiškių girininkija,721,37,1.0,0,0,0,Plynas kirtimas,2021-03-04,2021-12-31
A - 62723,Alytaus,Alytaus rajono kontroliuojama teritorija,privati,Alytaus miškų urėdija,Dzirmiškių girininkija,119,43,0.3,3350,0002,0149,Plynas kirtimas,2021-03-05,2021-12-31
A - 63473,Alytaus,Alytaus rajono kontroliuojama teritorija,privati,Alytaus miškų urėdija,Dzirmiškių girininkija,358,15,0.4,3353,0007,0144,Plynas kirtimas,2021-01-01,2021-12-31
A - 63474,Alytaus,Alytaus rajono kontroliuojama teritorija,privati,Alytaus miškų urėdija,Dzirmiškių girininkija,358,15,0.4,3353,0007,0145,Plynas kirtimas,2021-01-01,2021-12-31
A - 63477,Alytaus,Alytaus rajono kontroliuojama teritorija,privati,Alytaus miškų urėdija,Dzirmiškių girininkija,352,13,0.1,3353,0006,0153,Plynas sanitarinis kirtimas (PN),2021-01-15,2021-12-31
A - 63477,Alytaus,Alytaus rajono kontroliuojama teritorija,privati,Alytaus miškų urėdija,Dzirmiškių girininkija,352,14,0.2,3353,0006,0153,Plynas sanitarinis kirtimas (PN),2021-01-15,2021-12-31
C - 2001,Alytaus,Alytaus rajono kontroliuojama teritorija,privati,Alytaus miškų urėdija,Dzirmiškių girininkija,136,12,0.4,3368,0006,0255,Plynas kirtimas,2021-03-30,2021-12-31
C - 2002,Alytaus,Alytaus rajono kontroliuojama teritorija,privati,Alytaus miškų urėdija,Dzirmiškių girininkija,148,2,0.1,3373,0003,0095,Atvejinis kirtimas,2021-04-02,2021-12-31
C - 2013,Alytaus,Alytaus rajono kontroliuojama teritorija,privati,Alytaus miškų urėdija,Dzirmiškių girininkija,365,"65,67",1.7,3338,0008,0187,Plynas kirtimas,2021-04-30,2021-12-31
C - 2016,Alytaus,Alytaus rajono kontroliuojama teritorija,privati,Alytaus miškų urėdija,Dzirmiškių girininkija,345,24c,0.5,3353,0003,0031,Plynas sanitarinis kirtimas (TN),2021-05-26,2021-12-31
121 - 1325,Alytaus,Alytaus rajono kontroliuojama teritorija,privati,Alytaus miškų urėdija,Kalesnykų girininkija,708,32a,0.1,3308,0003,0034,Plynas kirtimas,2021-07-23,2021-12-31
121 - 1325,Alytaus,Alytaus rajono kontroliuojama teritorija,privati,Alytaus miškų urėdija,Kalesnykų girininkija,708,34a,1.1,3308,0003,0034,Atrankinis kirtimas,2021-07-23,2021-12-31
121 - 1325,Alytaus,Alytaus rajono kontroliuojama teritorija,privati,Alytaus miškų urėdija,Kalesnykų girininkija,708,35a,0.2,3308,0003,0034,Plynas kirtimas,2021-07-23,2021-12-31
121 - 1325,Alytaus,Alytaus rajono kontroliuojama teritorija,privati,Alytaus miškų urėdija,Kalesnykų girininkija,709,16,0.3,3308,0003,0034,Atrankinis kirtimas,2021-07-23,2021-12-31
121 - 1325,Alytaus,Alytaus rajono kontroliuojama teritorija,privati,Alytaus miškų urėdija,Kalesnykų girininkija,709,17a,0.1,3308,0003,0034,Plynas kirtimas,2021-07-23,2021-12-31
121 - 1325,Alytaus,Alytaus rajono kontroliuojama teritorija,privati,Alytaus miškų urėdija,Kalesnykų girininkija,709,2d,0.5,3308,0003,0034,Plynas kirtimas,2021-07-23,2021-12-31
121 - 1328,Alytaus,Alytaus rajono kontroliuojama teritorija,privati,Alytaus miškų urėdija,Kalesnykų girininkija,709,32a,0.5,3308,0003,0034,Atrankinis kirtimas,2021-07-23,2021-12-31
121 - 1330,Alytaus,Alytaus rajono kontroliuojama teritorija,privati,Alytaus miškų urėdija,Kalesnykų girininkija,709,35a,0.7,3308,0003,0155,Plynas kirtimas,2021-07-23,2021-12-31
121 - 1330,Alytaus,Alytaus rajono kontroliuojama teritorija,privati,Alytaus miškų urėdija,Kalesnykų girininkija,709,37a,0.0,3308,0003,0155,Valksmos einam.k.,2021-07-23,2021-12-31
121 - 1330,Alytaus,Alytaus rajono kontroliuojama teritorija,privati,Alytaus miškų urėdija,Kalesnykų girininkija,709,37a,0.1,3308,0003,0155,Einamasis kirtimas,2021-07-23,2021-12-31
121 - 1330,Alytaus,Alytaus rajono kontroliuojama teritorija,privati,Alytaus miškų urėdija,Kalesnykų girininkija,709,43a,0.1,3308,0003,0155,Einamasis kirtimas,2021-07-23,2021-12-31
121 - 1332,Alytaus,Alytaus rajono kontroliuojama teritorija,privati,Alytaus miškų urėdija,Kalesnykų girininkija,709,39a,0.1,3308,0003,0160,Atvejinis kirtimas,2021-07-23,2021-12-31
121 - 1332,Alytaus,Alytaus rajono kontroliuojama teritorija,privati,Alytaus miškų urėdija,Kalesnykų girininkija,709,41a,0.2,3308,0003,0160,Plynas kirtimas,2021-07-23,2021-12-31
121 - 1332,Alytaus,Alytaus rajono kontroliuojama teritorija,privati,Alytaus miškų urėdija,Kalesnykų girininkija,709,7,0.5,3308,0003,0160,Plynas kirtimas,2021-07-23,2021-12-31
121 - 1705,Alytaus,Alytaus rajono kontroliuojama teritorija,privati,Alytaus miškų urėdija,Kalesnykų girininkija,726,6,0.9,3335,0001,0203,Plynas kirtimas,2021-08-05,2021-12-31
